Color1,Color2,BlendColor
(0.231; 0.749; 0.804; 1.000),(0.761; 0.722; 0.871; 1.000),(0.616; 0.824; 0.149; 1.000)
(0.231; 0.749; 0.804; 1.000),(0.761; 0.906; 0.000; 1.000),(0.635; 0.835; 0.204; 1.000)
(0.231; 0.749; 0.804; 1.000),(0.761; 0.906; 0.176; 1.000),(0.655; 0.843; 0.275; 1.000)
(0.231; 0.749; 0.804; 1.000),(0.761; 0.906; 0.357; 1.000),(0.114; 0.267; 0.078; 1.000)
(0.231; 0.749; 0.804; 1.000),(0.761; 0.906; 0.533; 1.000),(0.016; 0.282; 0.161; 1.000)
(0.231; 0.749; 0.804; 1.000),(0.761; 0.906; 0.729; 1.000),(0.012; 0.290; 0.212; 1.000)
(0.231; 0.749; 0.804; 1.000),(0.761; 0.906; 0.961; 1.000),(0.063; 0.314; 0.263; 1.000)
(0.231; 0.749; 0.804; 1.000),(0.922; 0.000; 0.000; 1.000),(0.094; 0.337; 0.329; 1.000)
(0.231; 0.749; 0.804; 1.000),(0.922; 0.000; 0.227; 1.000),(0.114; 0.353; 0.404; 1.000)
(0.231; 0.749; 0.804; 1.000),(0.922; 0.000; 0.400; 1.000),(0.094; 0.376; 0.078; 1.000)
(0.231; 0.749; 0.804; 1.000),(0.922; 0.000; 0.620; 1.000),(0.043; 0.388; 0.176; 1.000)
(0.231; 0.749; 0.804; 1.000),(0.922; 0.000; 0.792; 1.000),(0.031; 0.396; 0.224; 1.000)
(0.231; 0.749; 0.804; 1.000),(0.922; 0.169; 0.000; 1.000),(0.055; 0.416; 0.255; 1.000)
(0.231; 0.749; 0.804; 1.000),(0.922; 0.169; 0.227; 1.000),(0.086; 0.439; 0.290; 1.000)
(0.231; 0.749; 0.804; 1.000),(0.922; 0.169; 0.420; 1.000),(0.122; 0.463; 0.376; 1.000)
(0.231; 0.749; 0.804; 1.000),(0.922; 0.169; 0.596; 1.000),(0.102; 0.506; 0.082; 1.000)
(0.231; 0.749; 0.804; 1.000),(0.922; 0.169; 0.780; 1.000),(0.098; 0.506; 0.165; 1.000)
(0.231; 0.749; 0.804; 1.000),(0.922; 0.169; 0.941; 1.000),(0.082; 0.514; 0.239; 1.000)
(0.231; 0.749; 0.804; 1.000),(0.922; 0.384; 0.000; 1.000),(0.094; 0.533; 0.267; 1.000)
(0.231; 0.749; 0.804; 1.000),(0.922; 0.384; 0.208; 1.000),(0.122; 0.565; 0.310; 1.000)
(0.231; 0.749; 0.804; 1.000),(0.922; 0.384; 0.427; 1.000),(0.145; 0.592; 0.376; 1.000)
(0.231; 0.749; 0.804; 1.000),(0.922; 0.384; 0.608; 1.000),(0.114; 0.616; 0.078; 1.000)
(0.231; 0.749; 0.804; 1.000),(0.922; 0.384; 0.824; 1.000),(0.110; 0.616; 0.184; 1.000)
(0.231; 0.749; 0.804; 1.000),(0.922; 0.541; 0.000; 1.000),(0.106; 0.627; 0.247; 1.000)
(0.231; 0.749; 0.804; 1.000),(0.922; 0.541; 0.176; 1.000),(0.122; 0.655; 0.290; 1.000)
(0.231; 0.749; 0.804; 1.000),(0.922; 0.541; 0.396; 1.000),(0.141; 0.678; 0.325; 1.000)
(0.231; 0.749; 0.804; 1.000),(0.922; 0.541; 0.608; 1.000),(0.165; 0.714; 0.384; 1.000)
(0.231; 0.749; 0.804; 1.000),(0.922; 0.541; 0.804; 1.000),(0.114; 0.702; 0.078; 1.000)
(0.231; 0.749; 0.804; 1.000),(0.922; 0.541; 0.973; 1.000),(0.114; 0.702; 0.165; 1.000)
(0.231; 0.749; 0.804; 1.000),(0.922; 0.698; 0.000; 1.000),(0.118; 0.714; 0.231; 1.000)
(0.231; 0.749; 0.804; 1.000),(0.922; 0.698; 0.227; 1.000),(0.125; 0.733; 0.278; 1.000)
(0.231; 0.749; 0.804; 1.000),(0.922; 0.698; 0.384; 1.000),(0.145; 0.757; 0.322; 1.000)
(0.231; 0.749; 0.804; 1.000),(0.922; 0.698; 0.592; 1.000),(0.165; 0.792; 0.373; 1.000)
(0.231; 0.749; 0.804; 1.000),(0.922; 0.698; 0.804; 1.000),(0.247; 0.255; 0.075; 1.000)
(0.231; 0.749; 0.804; 1.000),(0.922; 0.698; 0.992; 1.000),(0.259; 0.251; 0.141; 1.000)
(0.231; 0.749; 0.804; 1.000),(0.922; 0.929; 0.000; 1.000),(0.251; 0.278; 0.204; 1.000)
(0.231; 0.749; 0.804; 1.000),(0.922; 0.929; 0.204; 1.000),(0.235; 0.329; 0.271; 1.000)
(0.231; 0.749; 0.804; 1.000),(0.922; 0.929; 0.404; 1.000),(0.239; 0.353; 0.333; 1.000)
(0.231; 0.749; 0.804; 1.000),(0.922; 0.929; 0.576; 1.000),(0.247; 0.369; 0.412; 1.000)
(0.231; 0.749; 0.804; 1.000),(0.922; 0.929; 0.804; 1.000),(0.239; 0.349; 0.078; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.000; 0.000; 0.000; 1.000),(0.114; 0.353; 0.404; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.000; 0.000; 0.192; 1.000),(0.094; 0.376; 0.078; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.000; 0.000; 0.353; 1.000),(0.043; 0.388; 0.176; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.000; 0.000; 0.557; 1.000),(0.031; 0.396; 0.224; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.000; 0.000; 0.757; 1.000),(0.055; 0.416; 0.255; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.000; 0.000; 0.945; 1.000),(0.086; 0.439; 0.290; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.000; 0.208; 0.000; 1.000),(0.122; 0.463; 0.376; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.000; 0.208; 0.180; 1.000),(0.102; 0.506; 0.082; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.000; 0.208; 0.345; 1.000),(0.098; 0.506; 0.165; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.000; 0.208; 0.525; 1.000),(0.082; 0.514; 0.239; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.000; 0.208; 0.690; 1.000),(0.094; 0.533; 0.267; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.000; 0.208; 0.918; 1.000),(0.122; 0.565; 0.310; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.000; 0.439; 0.000; 1.000),(0.145; 0.592; 0.376; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.000; 0.439; 0.165; 1.000),(0.114; 0.616; 0.078; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.000; 0.439; 0.388; 1.000),(0.110; 0.616; 0.184; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.000; 0.439; 0.545; 1.000),(0.106; 0.627; 0.247; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.000; 0.439; 0.749; 1.000),(0.122; 0.655; 0.290; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.000; 0.439; 0.961; 1.000),(0.141; 0.678; 0.325; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.000; 0.663; 0.000; 1.000),(0.165; 0.714; 0.384; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.000; 0.663; 0.220; 1.000),(0.114; 0.702; 0.078; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.000; 0.663; 0.420; 1.000),(0.114; 0.702; 0.165; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.000; 0.663; 0.608; 1.000),(0.118; 0.714; 0.231; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.000; 0.663; 0.765; 1.000),(0.125; 0.733; 0.278; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.000; 0.663; 0.973; 1.000),(0.145; 0.757; 0.322; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.000; 0.835; 0.000; 1.000),(0.165; 0.792; 0.373; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.000; 0.835; 0.188; 1.000),(0.247; 0.255; 0.075; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.000; 0.835; 0.373; 1.000),(0.259; 0.251; 0.141; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.000; 0.835; 0.533; 1.000),(0.251; 0.278; 0.204; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.000; 0.835; 0.710; 1.000),(0.235; 0.329; 0.271; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.000; 0.835; 0.914; 1.000),(0.239; 0.353; 0.333; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.227; 0.000; 0.000; 1.000),(0.247; 0.369; 0.412; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.227; 0.000; 0.184; 1.000),(0.239; 0.349; 0.078; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.227; 0.000; 0.396; 1.000),(0.235; 0.349; 0.161; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.227; 0.000; 0.596; 1.000),(0.227; 0.373; 0.212; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.227; 0.000; 0.757; 1.000),(0.231; 0.408; 0.247; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.227; 0.000; 0.949; 1.000),(0.247; 0.443; 0.290; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.227; 0.173; 0.000; 1.000),(0.255; 0.459; 0.361; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.227; 0.173; 0.173; 1.000),(0.231; 0.451; 0.086; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.227; 0.173; 0.337; 1.000),(0.224; 0.455; 0.192; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.227; 0.173; 0.498; 1.000),(0.224; 0.486; 0.243; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.227; 0.173; 0.675; 1.000),(0.243; 0.522; 0.290; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.227; 0.173; 0.859; 1.000),(0.267; 0.557; 0.337; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.227; 0.349; 0.000; 1.000),(0.231; 0.541; 0.078; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.227; 0.349; 0.231; 1.000),(0.231; 0.541; 0.161; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.227; 0.349; 0.435; 1.000),(0.227; 0.557; 0.239; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.227; 0.349; 0.643; 1.000),(0.239; 0.580; 0.278; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.227; 0.349; 0.839; 1.000),(0.259; 0.612; 0.322; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.227; 0.510; 0.000; 1.000),(0.282; 0.647; 0.365; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.227; 0.510; 0.165; 1.000),(0.227; 0.631; 0.078; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.227; 0.510; 0.396; 1.000),(0.231; 0.631; 0.161; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.227; 0.510; 0.561; 1.000),(0.231; 0.639; 0.224; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.227; 0.510; 0.753; 1.000),(0.243; 0.663; 0.275; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.227; 0.510; 0.941; 1.000),(0.263; 0.690; 0.318; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.227; 0.690; 0.000; 1.000),(0.282; 0.718; 0.357; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.227; 0.690; 0.173; 1.000),(0.231; 0.741; 0.078; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.227; 0.690; 0.333; 1.000),(0.235; 0.745; 0.165; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.227; 0.690; 0.537; 1.000),(0.243; 0.761; 0.243; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.227; 0.690; 0.710; 1.000),(0.263; 0.788; 0.306; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.227; 0.690; 0.871; 1.000),(0.282; 0.824; 0.365; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.227; 0.910; 0.000; 1.000),(0.427; 0.216; 0.075; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.227; 0.910; 0.196; 1.000),(0.408; 0.235; 0.153; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.227; 0.910; 0.412; 1.000),(0.376; 0.298; 0.220; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.227; 0.910; 0.627; 1.000),(0.361; 0.337; 0.275; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.227; 0.910; 0.839; 1.000),(0.357; 0.369; 0.349; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.404; 0.000; 0.000; 1.000),(0.357; 0.380; 0.424; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.404; 0.000; 0.196; 1.000),(0.396; 0.310; 0.090; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.404; 0.000; 0.404; 1.000),(0.376; 0.329; 0.173; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.404; 0.000; 0.569; 1.000),(0.361; 0.388; 0.224; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.404; 0.000; 0.769; 1.000),(0.361; 0.439; 0.286; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.404; 0.000; 0.953; 1.000),(0.361; 0.463; 0.376; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.404; 0.157; 0.000; 1.000),(0.329; 0.471; 0.086; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.404; 0.157; 0.204; 1.000),(0.325; 0.471; 0.161; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.404; 0.157; 0.408; 1.000),(0.337; 0.506; 0.231; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.404; 0.157; 0.620; 1.000),(0.349; 0.537; 0.271; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.404; 0.157; 0.851; 1.000),(0.369; 0.580; 0.325; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.404; 0.388; 0.000; 1.000),(0.376; 0.596; 0.404; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.404; 0.388; 0.157; 1.000),(0.310; 0.584; 0.078; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.404; 0.388; 0.380; 1.000),(0.314; 0.584; 0.173; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.404; 0.388; 0.537; 1.000),(0.333; 0.608; 0.231; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.404; 0.388; 0.745; 1.000),(0.349; 0.643; 0.286; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.404; 0.388; 0.957; 1.000),(0.373; 0.682; 0.349; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.404; 0.600; 0.000; 1.000),(0.310; 0.663; 0.082; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.404; 0.600; 0.188; 1.000),(0.322; 0.671; 0.173; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.404; 0.600; 0.365; 1.000),(0.337; 0.690; 0.247; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.404; 0.600; 0.576; 1.000),(0.353; 0.718; 0.298; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.404; 0.600; 0.808; 1.000),(0.376; 0.749; 0.353; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.404; 0.757; 0.000; 1.000),(0.318; 0.765; 0.078; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.404; 0.757; 0.196; 1.000),(0.325; 0.773; 0.173; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.404; 0.757; 0.416; 1.000),(0.341; 0.788; 0.239; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.404; 0.757; 0.604; 1.000),(0.353; 0.808; 0.294; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.404; 0.757; 0.812; 1.000),(0.373; 0.839; 0.353; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.404; 0.945; 0.000; 1.000),(0.388; 0.863; 0.400; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.404; 0.945; 0.208; 1.000),(0.533; 0.212; 0.086; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.404; 0.945; 0.400; 1.000),(0.522; 0.231; 0.149; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.404; 0.945; 0.573; 1.000),(0.486; 0.290; 0.216; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.404; 0.945; 0.776; 1.000),(0.467; 0.337; 0.286; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.404; 0.945; 0.941; 1.000),(0.459; 0.365; 0.357; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.576; 0.000; 0.000; 1.000),(0.459; 0.384; 0.439; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.576; 0.000; 0.161; 1.000),(0.482; 0.337; 0.102; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.576; 0.000; 0.373; 1.000),(0.475; 0.361; 0.173; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.576; 0.000; 0.569; 1.000),(0.471; 0.416; 0.231; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.576; 0.000; 0.749; 1.000),(0.467; 0.463; 0.302; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.576; 0.000; 0.953; 1.000),(0.463; 0.486; 0.388; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.576; 0.196; 0.000; 1.000),(0.412; 0.486; 0.082; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.576; 0.196; 0.192; 1.000),(0.420; 0.490; 0.180; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.576; 0.196; 0.416; 1.000),(0.447; 0.533; 0.243; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.576; 0.196; 0.631; 1.000),(0.463; 0.580; 0.306; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.576; 0.196; 0.847; 1.000),(0.471; 0.604; 0.376; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.576; 0.412; 0.000; 1.000),(0.380; 0.584; 0.082; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.576; 0.412; 0.196; 1.000),(0.412; 0.600; 0.188; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.576; 0.412; 0.412; 1.000),(0.435; 0.627; 0.247; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.576; 0.412; 0.643; 1.000),(0.451; 0.659; 0.294; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.576; 0.412; 0.851; 1.000),(0.471; 0.690; 0.349; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.576; 0.600; 0.000; 1.000),(0.380; 0.686; 0.086; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.576; 0.600; 0.231; 1.000),(0.408; 0.702; 0.188; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.576; 0.600; 0.408; 1.000),(0.431; 0.722; 0.243; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.576; 0.600; 0.580; 1.000),(0.443; 0.741; 0.290; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.576; 0.600; 0.776; 1.000),(0.463; 0.765; 0.337; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.576; 0.796; 0.000; 1.000),(0.482; 0.796; 0.400; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.576; 0.796; 0.227; 1.000),(0.392; 0.796; 0.082; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.576; 0.796; 0.396; 1.000),(0.412; 0.808; 0.161; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.576; 0.796; 0.557; 1.000),(0.427; 0.820; 0.220; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.576; 0.796; 0.725; 1.000),(0.443; 0.839; 0.282; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.576; 0.796; 0.945; 1.000),(0.463; 0.867; 0.349; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.576; 0.996; 0.000; 1.000),(0.482; 0.894; 0.420; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.576; 0.996; 0.180; 1.000),(0.635; 0.224; 0.086; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.576; 0.996; 0.341; 1.000),(0.627; 0.231; 0.153; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.576; 0.996; 0.533; 1.000),(0.604; 0.271; 0.220; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.576; 0.996; 0.745; 1.000),(0.584; 0.314; 0.282; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.576; 0.996; 0.976; 1.000),(0.573; 0.349; 0.357; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.761; 0.000; 0.000; 1.000),(0.565; 0.373; 0.439; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.761; 0.000; 0.196; 1.000),(0.565; 0.353; 0.106; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.761; 0.000; 0.376; 1.000),(0.588; 0.365; 0.173; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.761; 0.000; 0.537; 1.000),(0.596; 0.392; 0.231; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.761; 0.000; 0.714; 1.000),(0.576; 0.443; 0.310; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.761; 0.000; 0.906; 1.000),(0.573; 0.467; 0.376; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.761; 0.200; 0.000; 1.000),(0.569; 0.486; 0.451; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.761; 0.200; 0.224; 1.000),(0.502; 0.478; 0.082; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.761; 0.200; 0.427; 1.000),(0.510; 0.482; 0.165; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.761; 0.200; 0.620; 1.000),(0.553; 0.510; 0.227; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.761; 0.200; 0.776; 1.000),(0.569; 0.537; 0.275; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.761; 0.200; 0.949; 1.000),(0.573; 0.573; 0.357; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.761; 0.392; 0.000; 1.000),(0.573; 0.588; 0.431; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.761; 0.392; 0.173; 1.000),(0.463; 0.561; 0.078; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.761; 0.392; 0.361; 1.000),(0.494; 0.576; 0.173; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.761; 0.392; 0.522; 1.000),(0.541; 0.608; 0.243; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.761; 0.392; 0.753; 1.000),(0.561; 0.635; 0.298; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.761; 0.392; 0.929; 1.000),(0.573; 0.663; 0.361; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.761; 0.549; 0.000; 1.000),(0.573; 0.671; 0.447; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.761; 0.549; 0.196; 1.000),(0.443; 0.639; 0.094; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.761; 0.549; 0.400; 1.000),(0.478; 0.663; 0.165; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.761; 0.549; 0.588; 1.000),(0.522; 0.690; 0.216; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.761; 0.549; 0.792; 1.000),(0.549; 0.718; 0.286; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.761; 0.549; 0.984; 1.000),(0.561; 0.737; 0.337; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.761; 0.722; 0.000; 1.000),(0.573; 0.753; 0.384; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.761; 0.722; 0.165; 1.000),(0.459; 0.753; 0.090; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.761; 0.722; 0.322; 1.000),(0.490; 0.769; 0.165; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.761; 0.722; 0.541; 1.000),(0.522; 0.788; 0.227; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.761; 0.722; 0.706; 1.000),(0.541; 0.808; 0.282; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.761; 0.722; 0.871; 1.000),(0.557; 0.824; 0.345; 1.000)
(0.231; 0.922; 0.000; 1.000),(0.761; 0.906; 0.000; 1.000),(0.573; 0.843; 0.416; 1.000)
